cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class
C00197,21.57185457832552,72.3782708298012,3106.3,866,0.75,0,1,0.365,1.125,11.6,39.7,10.32,1285.4,77328297.0,High
C00198,21.20024651485238,78.73970876776242,19402.6,4043,2.11,5,14,0.282,2.796,27.1,69.52,35.95,13463.0,667686310.0,Severe
C00199,23.88801837575155,72.04611975477597,22487.2,4683,1.0,1,14,0.519,0.152,4.6,25.13,13.25,6232.2,286635805.0,None/Low
C00200,26.562523012468993,86.26009256383371,4855.0,1028,3.9,0,0,0.804,2.206,20.6,56.87,36.93,3485.5,147421717.0,Severe
C00201,28.46783020526967,72.19436199768953,4108.5,1049,4.87,0,4,0.521,1.518,15.1,44.3,18.85,2150.6,109688731.0,High
C00202,26.002925258048542,79.83634313717867,2083.0,412,4.15,0,4,0.556,0.167,4.9,14.41,1.03,602.2,17926589.0,None/Low
C00203,20.93338302082199,89.43899447495882,2720.2,521,4.36,0,1,0.496,0.752,7.8,19.53,10.18,1032.0,30805731.0,Moderate
C00204,20.428150078518748,88.2885054348103,5403.3,1159,2.35,0,2,0.614,1.535,13.9,31.94,16.31,2971.4,102393234.0,High
C00205,28.0291069769242,72.95992249555651,1872.9,373,2.79,0,1,0.381,0.572,5.9,19.42,7.77,596.1,20247192.0,Moderate
C00206,27.04126885692159,78.3215376015393,2834.3,616,1.79,1,0,0.959,1.639,16.2,40.13,29.32,1855.9,66894338.0,High
C00207,25.806719508811625,78.17930591584337,1306.6,299,2.19,0,2,0.046,0.17,1.0,4.38,12.38,211.7,4964477.0,None/Low
C00208,21.360862243719588,74.10897034117781,3666.7,944,9.58,0,6,0.219,1.035,9.3,42.83,14.93,1323.8,89024947.0,High
C00209,24.33753320482429,88.62298981996443,1286.9,349,0.72,0,0,0.794,0.228,8.6,10.49,8.32,462.8,12156258.0,None/Low
C00210,27.621563092930334,85.37009442189837,2165.3,533,0.55,1,3,0.509,0.545,7.5,8.47,8.76,747.7,17107807.0,Moderate
C00211,21.89595199701071,83.36187531524561,3041.2,786,3.38,1,1,0.552,0.407,9.6,18.69,7.95,1007.4,38601859.0,Moderate
C00212,21.73090154825953,88.10979368819204,798.6,172,4.31,0,0,0.458,1.629,17.0,48.34,33.0,421.5,20380364.0,High
C00213,22.024967157077217,90.97086118119293,664.1,122,6.44,0,1,0.663,0.157,4.6,31.37,0.0,208.4,9389298.0,None/Low
C00214,26.066550266613113,82.27218900896949,3238.9,713,3.87,1,1,0.674,1.569,19.0,46.69,18.67,1848.9,82287443.0,High
C00215,21.956564756410017,87.8811447261476,24138.9,6095,5.01,3,17,0.047,0.338,5.1,20.66,9.86,4646.8,282569999.0,Moderate
C00216,21.574878072544976,84.20193957020832,3535.1,825,2.14,0,3,0.65,1.427,12.8,41.28,15.95,1907.0,84274239.0,High
C00217,26.67531964382581,79.74650519388419,7029.0,1440,0.81,0,5,0.677,3.727,30.9,83.07,50.13,6748.5,296400029.0,Severe
C00218,18.100002722065632,88.70146365966431,541.0,123,6.18,0,0,0.595,0.733,11.8,7.11,11.15,216.8,4348372.0,Moderate
C00219,28.7106636446266,74.40405003594434,7977.2,1755,9.14,1,3,0.697,1.184,11.4,34.63,21.81,4048.1,158481536.0,High
C00220,28.12076161578718,76.54705682749973,4112.1,775,1.34,0,3,0.752,1.328,12.2,43.02,30.36,2249.1,87106526.0,High
C00221,28.943624635528266,83.61901133366007,11780.4,2961,0.66,2,5,0.905,0.708,8.7,47.58,24.06,5580.0,320611535.0,Moderate
C00222,18.728742746122208,77.4226574725923,3360.9,875,3.09,1,3,0.593,0.0,3.4,10.75,0.0,901.4,27747091.0,None/Low
C00223,23.258412740168872,80.64288558059913,2697.2,507,1.56,0,1,0.909,5.0,43.5,100.0,76.81,2697.2,123926192.0,Severe
C00224,24.34113864716045,82.83095298210405,8328.9,2238,3.31,0,2,0.791,0.751,4.7,21.67,16.07,3772.2,132699870.0,Moderate
C00225,28.343497440898012,83.52987434050165,402.0,93,2.33,0,0,0.208,0.0,1.0,15.26,0.0,69.2,3383748.0,None/Low
C00226,22.70610929499273,76.92345275347223,1924.9,356,0.57,1,3,0.2,1.271,14.9,41.07,25.57,767.3,35561852.0,High
C00227,22.179589993947474,75.1231843926807,5324.5,1345,5.51,1,4,0.2,0.459,10.9,11.96,1.99,1345.8,45125298.0,Moderate
C00228,27.321130836519142,81.65583410310857,3014.6,641,7.52,1,5,0.458,0.132,3.0,7.16,0.0,778.7,17608210.0,None/Low
C00229,22.335791197062616,81.90459671589855,4301.5,1112,1.23,3,3,0.156,0.243,2.1,14.6,2.47,871.4,39685401.0,None/Low
C00230,20.15748484710891,77.30396852854244,1639.9,397,5.47,0,3,0.906,0.861,8.9,33.58,8.41,822.1,33978281.0,Moderate
C00231,23.075134966795076,76.51496076538909,760.1,174,3.16,0,1,0.542,0.856,16.5,29.82,25.48,311.3,13278273.0,Moderate
C00232,21.773393835544386,83.57090405743578,670.2,151,0.53,0,1,0.502,0.73,9.7,24.16,19.71,252.7,9624630.0,Moderate
C00233,20.554320487683775,85.80616947239649,1733.2,456,5.74,0,0,0.396,1.555,16.1,34.83,36.18,864.7,39485610.0,High
C00234,24.804284384992712,83.27647974025808,5135.9,1058,1.62,1,5,0.224,0.821,10.1,30.46,18.43,1662.5,78038311.0,Moderate
C00235,18.190772869209727,88.4477994349098,8192.0,1806,4.83,1,6,0.918,0.609,7.1,24.75,0.9,3761.8,125603236.0,Moderate
C00236,26.035036752383448,72.31252804176447,1844.3,460,5.9,0,2,0.705,0.797,7.4,18.98,11.05,811.3,25615591.0,Moderate
C00237,24.455923529875907,73.18858300605092,4237.5,1082,7.53,0,4,0.633,0.243,2.6,3.62,8.58,1363.9,23587014.0,None/Low
C00238,24.398662284701473,85.39998645588264,870.6,200,1.27,1,0,0.231,0.222,5.6,14.92,0.0,189.6,7647757.0,None/Low
C00239,28.631472354996237,82.80512218650166,9725.8,2282,3.0,1,7,0.099,0.572,9.6,17.23,0.75,2410.0,99679949.0,Moderate
C00240,20.87167249485507,76.62354082703818,4495.1,881,10.24,0,2,0.627,1.91,19.8,46.22,37.46,2789.8,107729788.0,High
C00241,22.295095195665343,73.7675525099157,4279.7,853,2.91,1,5,0.27,0.0,2.6,19.53,3.9,801.9,39644211.0,None/Low
C00242,24.04391436992914,81.63093733323124,5523.7,1286,5.68,1,6,0.529,0.724,5.0,28.23,3.83,2114.1,90766488.0,Moderate
C00243,19.509519121162214,89.43318173598443,2629.8,493,1.91,2,0,0.954,0.069,5.6,8.2,15.51,975.5,19055247.0,None/Low
C00244,26.996661999699032,80.38206876962575,2707.4,589,4.5,0,4,0.619,0.644,11.1,26.18,26.07,1057.7,40746765.0,Moderate
C00245,27.060104475358457,78.18544772440096,1623.9,459,2.28,0,1,0.747,0.468,5.0,21.35,13.09,635.1,25336272.0,Moderate
C00246,22.864106510571233,79.49090914082359,4133.4,821,1.41,0,2,0.649,0.996,10.2,24.09,12.77,1907.7,58536472.0,Moderate
C00247,21.83950719322744,82.95100153307895,1305.1,255,7.79,0,1,0.414,0.193,4.0,10.63,0.0,337.1,8923203.0,None/Low
C00248,28.00422404823913,80.19576261750984,2517.5,636,8.03,0,4,0.59,1.609,15.3,49.72,10.52,1402.5,73965480.0,High
C00249,25.479589843627192,86.1333616451856,8721.7,1884,3.37,1,11,0.179,0.451,9.3,13.73,0.75,2144.5,72302720.0,Moderate
C00250,20.153506280121984,90.3726093433266,3614.7,688,2.75,0,3,0.715,2.111,13.4,50.1,42.19,2453.7,91780297.0,Severe
C00251,28.11396790164131,77.48804361245112,5198.4,954,2.23,1,3,0.098,1.049,6.6,27.02,11.4,1732.8,67260959.0,High
C00252,25.036317921659474,90.07838154490864,17806.5,3304,4.18,3,14,0.55,0.6,5.5,27.98,5.39,6508.0,244542039.0,Moderate
C00253,23.252338272988126,75.42866118174729,5344.9,1137,2.08,1,4,0.267,0.107,5.1,3.55,7.51,1101.5,20516347.0,None/Low
C00254,23.23380864047374,89.12722963496415,2041.1,406,4.85,0,1,0.632,0.304,3.4,17.33,13.27,679.2,20976272.0,Moderate
C00255,22.773836700610694,83.72155356980511,2553.5,486,4.4,0,1,0.12,0.155,6.5,11.59,10.91,454.4,15714438.0,None/Low
C00256,18.11755050280572,74.06666536789272,1885.5,451,4.04,0,2,0.502,1.25,15.9,50.56,18.3,887.0,51877193.0,High
C00257,25.437358359722506,73.99676914453269,5500.4,1437,5.07,0,9,0.452,1.103,11.6,26.02,23.13,2373.6,96072300.0,High
C00258,21.779113119575552,90.51152418349578,1703.2,329,1.8,1,0,0.323,0.039,9.0,11.65,3.78,354.2,11169382.0,None/Low
C00259,24.27286676692603,74.86437194733334,6098.6,1151,1.3,3,5,0.799,5.0,45.7,100.0,66.07,6098.6,280577863.0,Severe
C00260,19.497374516845774,72.63631342279828,669.1,171,3.02,0,1,0.769,0.593,11.3,25.12,11.07,280.4,11181028.0,Moderate
C00261,28.98387572297712,78.03865013295719,2088.1,406,1.71,1,0,0.42,1.278,12.8,37.93,26.49,949.9,39233009.0,High
C00262,20.4710758388515,77.70400414499423,813.7,176,1.41,1,0,0.486,0.465,8.3,13.03,14.94,264.6,7356267.0,Moderate
C00263,25.381432080849457,75.09370207237752,3997.1,1003,3.2,1,7,0.501,0.128,4.3,17.55,11.66,1071.7,44640742.0,None/Low
C00264,20.27081009742072,87.82716272519843,1150.3,285,11.24,0,4,0.586,0.707,6.9,23.97,11.27,452.9,18047041.0,Moderate
C00265,22.56831597382392,89.85741565646208,585.9,110,4.69,0,0,0.412,0.022,2.9,13.91,0.0,132.9,4348725.0,None/Low
C00266,27.60296453486383,80.41491294192619,9657.2,2676,3.67,0,6,0.455,0.21,1.0,5.59,17.54,2622.2,58562697.0,None/Low
C00267,22.515846139724278,82.16685053847283,4651.1,971,14.26,0,2,0.534,0.933,14.7,31.17,19.61,1960.4,78710182.0,Moderate
C00268,18.706184296748734,88.33505432701953,3569.7,967,8.46,0,3,0.859,1.838,14.4,42.93,30.63,2376.3,103880525.0,High
C00269,19.137252356031347,87.44346147279595,1596.6,445,2.93,0,0,0.629,0.603,5.7,28.39,14.3,615.7,30232446.0,Moderate
C00270,22.35703960120435,89.39716970036986,4481.5,966,3.14,0,1,0.789,0.027,1.3,16.9,5.78,1442.9,46739781.0,None/Low
C00271,23.988574919227766,77.8877445495911,2259.2,603,1.88,0,0,0.628,0.0,5.0,22.88,10.6,626.0,32400227.0,None/Low
C00272,19.831711297489562,82.73648190535094,1294.1,288,2.9,1,0,0.684,0.788,10.0,23.97,15.0,560.1,19256396.0,Moderate
C00273,26.78531740761228,89.41319557221448,1632.8,346,5.32,1,1,0.656,0.654,6.2,26.11,5.9,655.8,24206689.0,Moderate
C00274,28.03186421985381,79.6651783984234,588.6,115,7.14,0,0,0.598,0.151,1.7,2.97,0.0,174.6,2710876.0,None/Low
C00275,20.265677371938985,73.50327260439468,1368.0,254,3.86,0,2,0.102,0.0,2.0,9.41,12.1,199.1,6806458.0,None/Low
C00276,19.35669404534247,87.6863060770573,2317.2,560,6.02,0,1,0.251,1.108,12.4,39.79,20.67,885.8,51047126.0,High
C00277,19.30363243777974,85.21010603905802,6870.7,1742,0.48,2,5,0.11,0.0,1.4,10.59,6.9,1013.9,45389085.0,None/Low
C00278,28.76626373227188,77.75200980197513,1703.0,346,3.32,0,2,0.561,0.78,15.4,24.08,12.49,682.6,23292701.0,Moderate
C00279,28.67814638855579,82.06770514270022,6636.4,1212,2.04,1,0,0.287,0.449,3.6,5.51,1.99,1807.7,33727296.0,Moderate
C00280,23.40473836756982,84.71986282625227,1489.3,381,6.46,0,0,0.671,0.261,3.9,15.31,6.14,498.4,16581372.0,None/Low
C00281,26.649845497718047,75.78455045770521,156.9,42,3.08,0,1,0.027,0.0,1.2,6.36,0.0,19.9,719612.0,None/Low
C00282,23.118910921253,72.99128744756413,6719.3,1374,3.89,0,4,0.798,0.805,10.0,20.58,20.18,3120.4,88543377.0,Moderate
C00283,22.420784632391822,79.67934851773532,761.6,176,4.41,0,0,0.329,1.349,12.5,30.36,23.38,339.1,13943246.0,High
C00284,20.71819121026492,72.6892065614271,6953.5,1659,7.73,0,5,0.232,1.771,17.0,50.75,36.1,3454.4,193687414.0,High
C00285,18.18470657374987,85.98612037580457,5023.1,972,2.46,0,5,0.475,0.0,2.1,8.08,4.78,1199.0,28551141.0,None/Low
C00286,19.005883769135195,84.50421788277933,7784.0,1679,0.17,0,5,0.747,0.053,4.5,15.17,6.73,2462.8,75406231.0,None/Low
C00287,27.664377142589135,88.14671897012306,5233.3,999,12.5,0,2,0.299,0.21,1.3,3.47,13.23,1217.0,21261724.0,None/Low
C00288,19.448082339599924,80.23842632517295,1382.5,323,3.85,1,1,0.692,1.127,14.4,32.08,15.12,685.5,27024401.0,High
C00289,19.404585803090992,86.73419830533429,2148.8,482,2.32,0,1,0.628,0.823,7.0,24.44,15.09,913.6,32259006.0,Moderate
C00290,24.217221933519856,72.71942948411103,3536.4,813,5.77,0,5,0.371,1.236,11.7,42.91,17.49,1539.5,81515782.0,High
C00291,27.705232035595955,78.88686890929658,1535.5,283,2.39,0,1,0.268,0.779,10.8,27.84,11.34,502.6,20281768.0,Moderate
C00292,25.409567644231497,87.45813988139777,6126.6,1702,3.01,2,3,0.649,0.012,3.7,15.5,0.0,1742.8,68406573.0,None/Low
C00293,20.62739002308312,85.36890144385397,5098.0,1042,2.48,1,6,0.486,0.336,4.9,13.38,20.76,1540.3,43707851.0,Moderate
C00294,28.854633744645103,74.04092579875856,4637.7,981,4.22,1,0,0.993,0.728,4.9,34.78,21.64,2315.7,89432448.0,Moderate
C00295,25.264522399835258,78.56474277892855,4273.1,929,2.93,0,3,0.785,0.708,9.2,22.78,20.35,1895.4,60992461.0,Moderate
C00296,28.8801290081022,90.67792745690514,530.6,136,6.96,0,0,0.618,0.233,7.8,14.83,9.65,168.0,5814193.0,None/Low
C00297,27.6894197873614,89.59013181155856,1126.0,230,2.52,0,1,0.161,0.0,1.0,6.39,2.17,180.5,4826784.0,None/Low
C00298,18.398972489025315,73.46320378656911,2375.5,564,1.16,0,1,0.309,0.221,2.5,0.0,12.32,563.2,6793925.0,None/Low
C00299,21.563310731163917,73.734653586137,1173.8,245,1.92,0,1,0.837,1.068,7.2,19.0,24.0,612.2,15839749.0,High
C00300,25.56838216918029,87.6825018895948,7081.2,1433,1.13,0,5,0.884,0.819,7.6,34.41,21.39,3459.0,130323149.0,Moderate
C00301,28.429153691818094,79.4116571671276,1495.4,322,7.02,0,1,0.429,0.711,9.1,26.81,20.07,531.0,22266272.0,Moderate
C00302,20.910184111478483,87.98151795180735,3804.0,855,4.43,1,2,0.361,0.273,3.3,21.37,9.08,987.0,44829355.0,None/Low
C00303,18.202280943608212,72.49984757069318,1258.9,277,0.25,0,0,0.662,0.0,3.9,18.96,9.85,359.4,13774456.0,None/Low
C00304,22.704793046134576,73.44276185917099,1896.6,347,2.77,0,1,0.698,0.596,8.8,27.87,16.37,761.9,26665307.0,Moderate
C00305,27.504926710226382,79.55249176179333,6782.9,1252,2.7,2,4,0.524,0.228,4.9,0.0,2.97,1980.9,23790367.0,None/Low
C00306,24.609189257824067,83.08045327077673,9062.3,2491,0.85,3,3,0.351,0.129,9.2,15.91,13.77,2093.2,96473858.0,None/Low
C00307,26.633075576325282,88.45139629125521,2923.2,694,7.44,0,1,0.657,0.811,6.9,35.14,21.19,1257.7,59379569.0,Moderate
C00308,19.79033887585185,80.43884237464295,580.7,161,0.5,0,2,0.165,0.691,7.6,16.54,20.48,165.8,6808955.0,Moderate
C00309,22.300511013196726,88.56388656752071,1618.8,321,4.01,0,1,0.119,2.058,19.6,48.15,29.99,842.0,38223367.0,Severe
C00310,25.901147215999416,87.1217729131349,2181.3,617,2.45,0,2,0.937,2.163,17.1,61.9,26.07,1621.9,88366239.0,Severe
C00311,24.991920521469822,74.09612292874276,5205.9,1252,1.52,1,3,0.654,1.851,22.8,51.17,20.06,3209.6,153897886.0,High
C00312,19.706152082619017,73.63509374722106,3046.1,681,9.61,1,3,0.806,0.514,8.2,21.86,7.24,1260.9,42102274.0,Moderate
C00313,25.70006493698959,74.38962272501652,2440.8,553,6.4,0,3,0.535,0.412,10.5,8.25,14.45,800.7,18055248.0,Moderate
C00314,25.62900145410083,88.4329793550657,983.6,266,0.92,0,1,0.406,2.87,20.6,48.3,40.77,725.8,31931006.0,Severe
C00315,18.086191312321148,82.6720772087837,1896.3,467,6.28,1,2,0.306,0.117,7.2,4.37,7.85,412.8,8747370.0,None/Low
C00316,24.82296782922385,80.98976082014993,1431.5,301,7.59,0,1,0.693,1.164,13.0,38.9,13.18,719.7,29963897.0,High
C00317,24.04384039911327,76.48171150608424,818.6,151,6.66,0,0,0.228,1.375,19.3,41.58,27.71,347.5,15933361.0,High
C00318,24.906469898932652,80.53161414620598,2205.3,558,2.32,0,2,0.696,0.638,10.0,18.29,10.57,901.8,29257217.0,Moderate
C00319,25.925443842260727,77.68287109125308,1242.2,228,4.46,0,2,0.588,0.214,7.8,29.74,9.4,379.6,16863957.0,None/Low
C00320,26.789493344896307,73.83063738780092,2803.6,601,4.6,2,4,0.303,0.0,1.0,9.74,4.6,548.7,17170329.0,None/Low
C00321,19.441141837194298,82.03775039739634,3535.4,665,7.16,0,3,0.219,0.408,4.9,23.03,11.43,877.3,38298599.0,Moderate
C00322,23.360351926125684,84.1375160097861,4403.0,852,0.95,3,3,0.357,2.512,25.5,52.86,32.96,2911.7,116078945.0,Severe
C00323,20.141038695788684,75.50694701690485,10613.8,1969,6.53,2,6,0.423,0.077,2.7,12.57,0.64,2541.5,75069962.0,None/Low
C00324,23.574526136220406,77.88540340814251,3530.4,698,0.54,0,2,0.586,0.985,13.4,24.85,19.46,1567.0,50057528.0,Moderate
C00325,25.265706657137407,76.57264931897505,2337.0,441,1.88,0,1,0.804,0.529,9.7,19.82,2.11,972.8,27414854.0,Moderate
C00326,19.48901366067886,84.52392780899122,2016.6,508,8.06,1,2,0.513,0.645,7.8,14.53,8.21,734.8,22268052.0,Moderate
C00327,18.322931839450387,79.61143636698473,1749.7,419,6.2,0,1,0.288,0.947,9.6,21.18,21.39,634.4,23918886.0,Moderate
C00328,25.403540043035104,86.66449968574993,12562.2,2999,5.91,2,6,0.272,0.542,3.7,6.64,13.67,3588.3,79114570.0,Moderate
C00329,20.097334846023962,84.84331660995967,2783.4,747,2.55,1,3,0.586,0.708,8.7,34.73,12.42,1096.2,59928822.0,Moderate
C00330,22.872768096599955,83.22803268697479,6293.1,1357,1.33,2,4,0.58,1.04,6.9,34.18,16.88,2845.3,117691179.0,High
C00331,27.900119752114307,84.59744581903055,2611.6,736,4.78,0,2,0.521,0.77,9.7,14.6,15.09,1015.2,31705774.0,Moderate
C00332,22.176449832604956,74.9965101255711,5250.6,1140,5.83,0,5,0.793,0.001,1.0,14.38,6.48,1672.1,49676776.0,None/Low
C00333,23.852821459679266,87.22047029676642,3798.5,1052,3.43,0,1,0.439,0.197,2.6,19.98,10.92,1007.7,50014442.0,None/Low
C00334,27.28009707167704,74.05851853073428,5661.3,1391,3.43,2,8,0.493,0.198,5.1,20.85,0.0,1578.8,71153603.0,None/Low
C00335,26.027201077507083,77.02761271024717,1898.5,402,1.9,0,0,0.866,1.211,12.7,23.05,25.56,1052.9,29432082.0,High
C00336,25.977156895613394,79.72607450541113,10681.1,2453,2.96,2,11,0.459,0.109,3.2,5.12,0.0,2717.8,55210322.0,None/Low
C00337,20.179827973730553,74.97359180087692,2322.0,504,7.65,0,3,0.389,0.771,6.4,12.65,22.46,826.6,21825003.0,Moderate
C00338,26.789619961613305,73.83094717068914,6656.3,1774,3.42,0,4,0.741,0.271,3.7,17.84,17.52,2355.8,85379779.0,None/Low
C00339,18.97256582115697,84.78661448337935,1286.3,354,1.97,0,1,0.676,0.0,1.3,11.95,2.23,371.7,12088212.0,None/Low
C00340,18.09639756269661,89.36990144173654,4270.0,1002,5.91,0,0,0.23,0.107,1.0,8.73,8.22,839.5,25947535.0,None/Low
C00341,19.965372428232417,78.7340022595725,2201.9,469,1.1,1,2,0.691,1.488,14.3,37.52,24.0,1234.4,46551416.0,High
C00342,21.90797380516723,78.84325877897484,2029.0,379,10.96,1,3,0.75,0.803,8.8,22.75,8.47,917.0,26753362.0,Moderate
C00343,19.332127618306565,84.47518431357071,2204.1,614,5.23,0,2,0.394,1.633,11.3,41.32,34.39,1129.0,59664671.0,High
C00344,25.261314568823543,85.91895167167709,2187.2,486,1.02,0,4,0.628,0.525,5.6,26.13,4.71,812.5,32623734.0,Moderate
C00345,21.677812413722222,74.86864960328826,2547.2,492,5.04,1,4,0.658,0.237,1.0,18.11,8.14,833.5,26146291.0,None/Low
C00346,20.204096115786978,72.1306623501206,1115.6,230,3.89,0,0,0.653,0.022,1.2,8.73,7.22,320.2,7527741.0,None/Low
C00347,20.29478499573561,76.46856250790832,2616.2,519,5.56,0,0,0.325,0.195,8.1,11.8,3.49,618.8,18498385.0,None/Low
C00348,20.74523115855792,83.25789572681713,2062.7,475,10.8,0,4,0.514,0.0,1.0,10.9,10.12,512.6,15740443.0,None/Low
C00349,20.874247060590008,76.93459076073225,7257.2,1581,3.79,1,6,0.814,0.076,5.9,2.0,0.0,2447.5,35061521.0,None/Low
C00350,18.065660415359673,83.52306142063367,3830.3,727,2.02,1,2,0.586,0.757,14.7,34.57,8.11,1542.6,63792897.0,Moderate
C00351,21.824043459931804,85.48721637712195,4830.0,1013,1.82,1,5,0.459,0.457,5.6,22.59,9.58,1531.7,59606224.0,Moderate
C00352,28.87536110017843,79.37626038948906,1183.1,233,6.62,1,1,0.343,1.099,9.3,16.17,20.27,477.4,12847006.0,High
C00353,21.913443412062016,75.75752131773805,1215.9,345,3.16,0,0,0.362,1.395,16.5,41.13,20.53,561.1,32439016.0,High
C00354,27.310325816914492,76.1780575200817,6911.9,1688,10.05,1,5,0.585,0.051,1.0,11.08,3.29,1902.6,56589226.0,None/Low
C00355,19.58940742600619,81.56363768989793,5767.4,1119,3.78,1,6,0.22,0.0,1.8,3.54,6.93,1008.9,19302104.0,None/Low
C00356,28.548237123198163,79.1044157948608,15601.0,2900,5.69,1,6,0.66,0.0,3.8,12.26,6.64,4445.1,117451747.0,None/Low
C00357,18.218855933046484,82.38178910557221,3144.8,677,7.43,0,0,0.619,0.402,14.0,24.6,9.13,1091.6,43252303.0,Moderate
C00358,26.914364321625307,80.77338075717789,27001.8,5662,3.0,4,24,0.522,0.333,1.0,27.5,7.94,8381.7,380914108.0,Moderate
C00359,24.824018366770712,75.24774797289955,3262.8,597,2.29,0,1,0.397,0.06,1.2,17.43,0.0,750.3,27737313.0,None/Low
C00360,22.850336136923985,83.76435179413053,30035.8,6635,3.48,3,14,0.623,0.211,1.0,22.69,20.3,9424.7,384318151.0,None/Low
C00361,24.40140538085714,80.7828572207965,758.9,206,3.4,0,1,0.614,1.169,6.9,37.83,21.11,367.2,18614297.0,High
C00362,19.280219913473488,82.67356941916557,9435.6,1726,2.23,5,8,0.523,0.033,4.6,8.2,0.0,2422.8,54553701.0,None/Low
C00363,25.594887906838057,82.11021933046767,3224.8,635,7.68,0,2,0.399,1.101,11.9,28.53,30.09,1348.2,49362959.0,High
C00364,25.99214137220702,82.29856581992755,10624.3,1998,4.9,3,8,0.372,0.638,5.8,2.95,4.4,3482.0,52446160.0,Moderate
C00365,20.208923818977482,79.48024245975974,7184.3,1566,2.32,0,8,0.687,0.432,6.9,25.8,12.41,2654.2,104650262.0,Moderate
C00366,26.622676342952015,75.89214899939907,5802.6,1171,7.7,1,6,0.419,1.864,15.3,43.62,26.57,3251.5,131468628.0,High
C00367,21.67676317778397,84.51925509502571,3464.0,734,1.82,0,3,0.497,0.866,11.8,26.41,19.07,1385.8,51609755.0,Moderate
C00368,20.538937208790614,88.22474294118214,7783.1,1836,1.96,1,4,0.511,0.291,5.4,11.55,2.63,2335.8,66196038.0,None/Low
C00369,19.096851521086194,85.47176161543284,1477.4,419,4.2,1,2,0.78,1.382,12.8,47.96,24.28,833.0,46424684.0,High
C00370,24.916344830296,85.71438554865144,871.5,202,6.84,0,2,0.68,0.416,6.5,19.57,13.37,318.0,11161031.0,Moderate
C00371,20.530198860003427,88.05641366581644,7910.6,2047,3.48,1,4,0.725,1.504,14.1,44.52,26.68,4524.0,218546381.0,High
C00372,26.99877416302324,77.01211184138549,1501.5,378,3.54,0,0,0.596,0.004,1.0,18.57,11.11,405.1,17593093.0,None/Low
C00373,23.69592516953233,76.31800370385508,3268.8,689,6.45,1,1,0.649,0.241,3.3,19.73,4.45,1064.0,37309636.0,None/Low
C00374,18.705174097019373,84.27803341933576,1767.9,337,2.21,0,0,0.706,0.657,3.4,19.37,3.27,733.0,20565042.0,Moderate
C00375,18.686053506723578,85.30683829741965,3562.5,830,3.57,3,1,0.683,0.599,7.7,28.53,9.17,1419.4,59736703.0,Moderate
C00376,22.135288004919747,83.65992363196789,5617.5,1242,2.33,1,5,0.778,0.245,2.2,11.36,0.0,2013.8,49554316.0,None/Low
C00377,19.787319121594756,78.96889698724134,2249.7,578,3.15,1,2,0.395,0.167,4.2,25.09,0.0,559.3,32817156.0,None/Low
C00378,26.249116659453016,83.96301510206077,2093.4,465,4.48,0,1,0.432,0.099,2.6,3.05,12.63,514.5,8867148.0,None/Low
C00379,21.909005134038352,87.79015948818035,6190.1,1238,1.25,0,5,0.541,1.089,7.4,50.71,17.43,2794.4,146588669.0,High
C00380,28.859997876863687,83.52794133964998,2945.1,836,1.27,0,0,0.32,0.092,5.5,16.81,6.93,637.6,32962499.0,None/Low
C00381,28.76989934732378,75.40069499175976,7012.4,1731,1.91,1,6,0.453,0.921,12.3,27.06,17.42,2797.9,117955887.0,Moderate
C00382,18.974251553895197,75.1683074315949,7352.6,1583,3.8,1,2,0.423,0.149,1.0,4.63,6.81,1856.8,35545171.0,None/Low
C00383,26.222115336751102,82.30476796848318,1000.4,227,2.21,0,2,0.725,0.167,1.0,30.38,7.18,331.5,16432437.0,None/Low
C00384,25.867529729609352,79.52215258867682,14462.8,2660,4.29,3,11,0.473,0.22,2.1,18.25,2.1,4018.0,135629221.0,None/Low
